request_symbol,name,current_listing,identity_count,asset_classes,start_date,end_date,extreme_return_days_gt_50pct,observations,return_observations,years,cumulative_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,ulcer_index,calmar,martin,spy_observations,spy_return_observations,spy_years,spy_cumulative_return,spy_cagr,spy_annualized_volatility,spy_sharpe,spy_sortino,spy_max_drawdown,spy_ulcer_index,spy_calmar,spy_martin,beat_spy_cagr,excess_cagr,beat_spy_sharpe,excess_sharpe,beat_spy_calmar,excess_calmar,beat_spy_martin,excess_martin,beat_spy_all_four,economic_qc_pass,statistical_primary_sample,primary_sample,exploratory_sample,study_cutoff,selection_reason,taxonomy_version,normalized_name,asset_class_refined,exposure_type,primary_strategy,sector_theme,theme,geography,taxonomy_confidence,taxonomy_evidence,analysis_primary,canonical_symbol,alias_consolidation_reason,economic_name_key,management_style_name_based,management_confidence_name_based,management_audit_symbol,previous_management_style,management_evidence_version,matched_catalog_series_ids,management_style,management_confidence,management_source,management_evidence,management_source_url,management_source_zip,ncen_accession_number,ncen_series_id,ncen_fund_name,ncen_is_etf,ncen_is_index,ncen_match_route,identity_name_similarity,management_review_note,changed_from_previous,direction,breadth,dbf_signed,dbf,spy_direction,spy_breadth,spy_dbf_signed,spy_dbf,relative_cash_return,relative_cash_cagr,relative_cash_ulcer_index,rwm_score,spy_relative_cash_return,spy_relative_cash_cagr,spy_relative_cash_ulcer_index,spy_rwm_score,beat_spy_sortino,excess_sortino,beat_spy_dbf_signed,excess_dbf_signed,beat_spy_rwm_score,excess_rwm_score,beat_spy_cagr_and_martin,beat_spy_cagr_and_rwm,beats_count,evidence_bucket,intentional_management
AAA,Alternative Access First Priority CLO Bond ETF,True,2,fixed_income,2020-09-09,2026-09-04,0,1505,1504,5.985064717276877,0.26422799232435645,0.03995189344899375,0.021861592992608786,1.8080450286710854,2.7497956669548818,-0.026344213229386737,0.006205086747439441,1.5165339386346814,6.438571300470551,1505,1504,5.985064717276877,1.4613203184262273,0.16240475531616605,0.1671033505902069,0.9867447765010448,1.4383904425105751,-0.24496388734674457,0.07747271819852654,0.6629742737805402,2.096283170289678,False,-0.1224528618671723,True,0.8213002521700407,True,0.8535596648541413,True,4.342288130180873,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,Alternative Access First Priority CLO Bond ETF,fixed_income,loans_and_clo,risk_managed_alternative,not_sector_specific,not_thematic,not_determined,medium,asset:fixed_income|exposure:loans_and_clo|management:free_metadata_insufficient|geography:not_determined|theme:not_thematic|management_audit:non_index_management_identified,True,AAA,,alternativeaccessfirstpriorityclobondetf,not_determined,low,AAA,not_determined,management_style_evidence_1.1,S000076539,non_index_management_identified,high,sec_ncen_c3,SEC N-CEN C.3 does not identify the series as an index fund; the filing alone does not distinguish discretionary from rules-based management,https://www.sec.gov/Archives/edgar/data/1587982/000119312526268843/0001193125-26-268843-index.html,2026q2_ncen.zip,0001193125-26-268843,S000076539,Alternative Access First Priority CLO Bond ETF,Y,,series_id,1.0,,True,0.1873517664861348,0.3605310940195005,0.06754613733773217,0.06754613733773217,0.07966057045221815,0.5101110663312656,0.04063573853793791,0.04063573853793791,0.04641476355929397,0.0076093093481683916,0.008919996111582397,0.8530619579853728,1.0372606323281506,0.12625387776612085,0.08631688769275166,1.4626787543073434,True,1.3114052244443066,True,0.02691039879979426,False,-0.6096167963219706,False,False,3,intentional_management,True
AADR,AdvisorShares Dorsey Wright ADR ETF,True,1,equity,2010-07-21,2026-09-04,0,4057,4056,16.123534364155322,2.9315324221833152,0.08861773462609435,0.2067386467264768,0.5155444645865273,0.7123421058758487,-0.4500847198661396,0.1330255700255667,0.19689123117187868,0.6661706813890184,4057,4056,16.123534364155322,8.55364193147767,0.15024723344232527,0.16945210133069,0.912668107415251,1.2906615260187835,-0.33717243065613756,0.061890554973241384,0.4456094857754062,2.4276278263668054,False,-0.06162949881623092,False,-0.3971236428287237,False,-0.24871825460352753,False,-1.7614571449777872,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,AdvisorShares Dorsey Wright ADR ETF,equity,other_equity,other_equity,not_sector_specific,not_thematic,not_determined,medium,asset:equity|exposure:other_equity|management:active_sponsor_advisorshares|geography:not_determined|theme:not_thematic|management_audit:active_identified,True,AADR,,advisorsharesdorseywrightadretf,active_identified,medium,AADR,active_identified,management_style_evidence_1.1,,active_identified,high,primary_source_override,Issuer includes AADR in its official actively managed ETF lineup,https://insights.advisorshares.com/etf-fact-sheets,,,,,,,manual_ticker_override,,,False,0.037783561319168255,0.4654792443821946,0.017587463572914755,0.017587463572914755,0.07834406832769238,0.43988332780241485,0.03446224948956509,0.03446224948956509,2.049962811556929,0.07160936479355384,0.14621699725833262,0.4897471985902991,6.4114237088642225,0.13227597528349766,0.06647944448436113,1.9897274459718859,False,-0.5783194201429348,False,-0.016874785916650335,False,-1.4999802473815869,False,False,0,intentional_management,True
AAVM,Alpha Architect Global Factor Equity ETF,True,1,equity,2017-05-04,2026-09-04,0,2348,2347,9.336262893830812,0.6120289518435993,0.05247441329078528,0.15491993737796542,0.4085748005604577,0.5649912558423548,-0.3471250745957255,0.15487660755210975,0.15116860501045307,0.33881432528879324,2348,2347,9.336262893830812,2.729633077029536,0.1514119193520469,0.18451254154157293,0.8586805166918474,1.2099278372710356,-0.33717243065613767,0.0740144437899768,0.4490637596241165,2.0457077240449575,False,-0.09893750606126162,False,-0.4501057161313897,False,-0.29789515461366345,False,-1.7068933987561643,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,Alpha Architect Global Factor Equity ETF,equity,factor_style_or_income,factor_or_style,not_sector_specific,not_thematic,global,medium,asset:equity|exposure:factor_style_or_income|management:rules_keyword|geography:global|theme:not_thematic|management_audit:active_identified,True,AAVM,,alphaarchitectglobalfactorequityetf,systematic_or_rules_based,medium,AAVM,systematic_or_rules_based,management_style_evidence_1.1,,active_identified,high,primary_source_override,Issuer identifies an active approach with portfolio rebalancing to maintain factor exposure,https://funds.alphaarchitect.com/aavm/,,,,,,,manual_ticker_override,,,True,0.02935607281583609,0.5025380271829524,0.014752542918709366,0.014752542918709366,0.07395865835614,0.4229934435166213,0.031284027575933,0.031284027575933,0.26724826134697044,0.025693111180474792,0.20238456375907674,0.12695193103294414,1.9319392973200076,0.1221130498724905,0.08052680745767908,1.5164273082186586,False,-0.6449365814286808,False,-0.016531484657223636,False,-1.3894753771857145,False,False,0,intentional_management,True
ABEQ,Absolute Select Value ETF,True,1,equity,2020-01-22,2026-09-04,0,1665,1664,6.617521235891223,0.698182740031094,0.08331276950319144,0.1368097310832584,0.6549946467865647,0.9041546535036612,-0.27824349289083883,0.05816010714614027,0.29942396365717316,1.4324727651180127,1665,1664,6.617521235891223,1.5501050099098839,0.1519579040238801,0.2019090106080336,0.8035280474650065,1.1377384749004522,-0.33717243065613767,0.08348571076323304,0.4506830636424513,1.820166620547023,False,-0.06864513452068866,False,-0.14853340067844178,False,-0.15125909998527814,False,-0.38769385542901036,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,Absolute Select Value ETF,equity,factor_style_or_income,factor_or_style,not_sector_specific,not_thematic,not_determined,medium,asset:equity|exposure:factor_style_or_income|management:rules_keyword|geography:not_determined|theme:not_thematic|management_audit:active_identified,True,ABEQ,,absoluteselectvalueetf,systematic_or_rules_based,medium,ABEQ,systematic_or_rules_based,management_style_evidence_1.1,S000067086,active_identified,high,primary_source_override,Issuer describes ABEQ as an actively managed value ETF,https://absoluteadvisers.com/funds/,,,,,,,manual_ticker_override,,,True,0.05507312483453321,0.44589234365627006,0.02455668470494434,0.02455668470494434,0.06709373970559165,0.43211663753275126,0.02899232120107791,0.02899232120107791,0.40201036764058906,0.05238866637351536,0.06953333293505475,0.7534324066192428,1.105352726880501,0.1190742659574544,0.09106987717448779,1.3075044092714745,False,-0.233583821396791,False,-0.004435636496133568,False,-0.5540720026522317,False,False,0,intentional_management,True
ABLG,Abacus FCF International Leaders ETF,True,1,equity,2017-07-10,2026-09-04,0,2303,2302,9.15282312436258,0.5984572081902726,0.052581031269135936,0.1906651233766871,0.36506191466516025,0.5054818230873971,-0.3417161577033412,0.12054613666253934,0.1538734124325015,0.4361900988692233,2303,2302,9.15282312436258,2.6562524492642825,0.15216592885762825,0.18598994722543388,0.8564946778004437,1.207116344997001,-0.33717243065613767,0.0747275884168367,0.4513000323351269,2.036275117147285,False,-0.09958489758849232,False,-0.4914327631352835,False,-0.2974266199026254,False,-1.6000850182780617,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,Abacus FCF International Leaders ETF,equity,other_equity,other_equity,not_sector_specific,not_thematic,international_ex_us,medium,asset:equity|exposure:other_equity|management:free_metadata_insufficient|geography:international_ex_us|theme:not_thematic|management_audit:active_identified,True,ABLG,,abacusfcfinternationalleadersetf,not_determined,low,ABLG,not_determined,management_style_evidence_1.1,,active_identified,high,primary_source_override,Issuer classifies the product in its active ETF range,https://abacusfcf.com/strategies/,,,,,,,manual_ticker_override,,,True,0.026246137339754068,0.4147023984120881,0.010884336103849073,0.010884336103849073,0.07348053933231251,0.4252597546967781,0.031248316131446175,0.031248316131446175,0.2589231670874894,0.025476012953807414,0.156164628448361,0.16313561660495723,1.8796147244445152,0.12249649944911134,0.08130344694017876,1.5066581314718612,False,-0.701634521909604,False,-0.020363980027597102,False,-1.3435225148669039,False,False,0,intentional_management,True
ACGR,American Century Large Cap Growth ETF,True,1,equity,2020-01-21,2026-09-04,0,1666,1665,6.620259142898211,1.3774363325654209,0.13975579394999738,0.21409228600005875,0.7192355229692543,1.0417291841812641,-0.3453652682925541,0.12498631757687155,0.40466082371552253,1.1181687456632363,1666,1665,6.620259142898211,1.5504137391115766,0.1519115753299083,0.2018484341641534,0.803377226844231,1.137525295588148,-0.33717243065613756,0.08346065126671678,0.45054566007751096,1.8201580388396634,False,-0.012155781379910913,False,-0.08414170387497666,False,-0.045884836361988424,False,-0.7019892931764271,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,American Century Large Cap Growth ETF,equity,factor_style_or_income,factor_or_style,not_sector_specific,not_thematic,not_determined,medium,asset:equity|exposure:factor_style_or_income|management:rules_keyword|geography:not_determined|theme:not_thematic|management_audit:active_identified,True,ACGR,,americancenturylargecapgrowthetf,systematic_or_rules_based,medium,ACGR,systematic_or_rules_based,management_style_evidence_1.1,,active_identified,high,primary_source_override,Issuer states that the ETF is actively managed and does not seek to replicate a specified index,https://www.americancentury.com/invest/funds/american-century-large-cap-growth-etf/,,,,,,,manual_ticker_override,,,True,0.057169533878782174,0.4555476152450632,0.026043444823151067,0.026043444823151067,0.0671018338570709,0.43186457856419175,0.028978905199568337,0.028978905199568337,0.9627139069944717,0.10722653651471536,0.1336404509766363,0.802350902972194,1.105516957815869,0.11903538520612122,0.09104254117592092,1.3074699329416772,False,-0.09579611140688393,False,-0.0029354603764172697,False,-0.5051190299694832,False,False,0,intentional_management,True
ACLC,American Century Large Cap Equity ETF,True,1,equity,2020-07-17,2026-09-04,0,1542,1541,6.132911695654257,1.2575089217645492,0.14198643075566686,0.1698801031122123,0.8688544755574568,1.2563230294716554,-0.26439874080114445,0.08830560758261352,0.537016289583828,1.6078982370721218,1542,1541,6.132911695654257,1.599564232631339,0.1685612477809113,0.1670463605114122,1.0188703500462353,1.4809700292882253,-0.24496388734674457,0.07698569035493869,0.6881065189103327,2.1895140123283703,False,-0.026574817025244446,False,-0.1500158744887785,False,-0.15109022932650473,False,-0.5816157752562485,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,American Century Large Cap Equity ETF,equity,other_equity,other_equity,not_sector_specific,not_thematic,not_determined,medium,asset:equity|exposure:other_equity|management:free_metadata_insufficient|geography:not_determined|theme:not_thematic|management_audit:active_identified,True,ACLC,,americancenturylargecapequityetf,not_determined,low,ACLC,not_determined,management_style_evidence_1.1,,active_identified,high,primary_source_override,Issuer product page identifies the ETF as actively managed,https://www.americancentury.com/invest/funds/american-century-large-cap-equity-etf/,,,,,,,manual_ticker_override,,,True,0.06846756242424398,0.5197886646327283,0.03558866284315575,0.03558866284315575,0.0823871282743737,0.5111080672251547,0.04210872589654603,0.04210872589654603,0.8682996273922723,0.10728808999532724,0.09815572867939862,1.0930395142371896,1.1513823668130576,0.1330554525430474,0.08567857485375859,1.552960617869223,False,-0.22464699981656988,False,-0.006520063053390285,False,-0.4599211036320334,False,False,0,intentional_management,True
ADIV,Guinness Atkinson Asia Pacific Dividend Builder ETF,True,1,equity,2021-03-29,2026-09-04,0,1367,1366,5.434745408872187,0.48084507887750605,0.07491466012877068,0.16245242862765602,0.5269606363929372,0.7703651465815428,-0.3155128206338713,0.10673193825977767,0.23743776870386976,0.701895434021201,1367,1366,5.434745408872187,1.0889231374090818,0.14515990966274983,0.16750393184166784,0.8950433537113518,1.3029246677923594,-0.24496388734674468,0.08105719237207316,0.5925767721724509,1.7908331810510887,False,-0.07024524953397915,False,-0.3680827173184146,False,-0.35513900346858107,False,-1.0889377470298878,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,Guinness Atkinson Asia Pacific Dividend Builder ETF,equity,factor_style_or_income,dividend_or_income,not_sector_specific,not_thematic,asia_pacific,medium,asset:equity|exposure:factor_style_or_income|management:rules_keyword|geography:asia_pacific|theme:not_thematic|management_audit:active_identified,True,ADIV,,guinnessatkinsonasiapacificdividendbuilderetf,systematic_or_rules_based,medium,ADIV,systematic_or_rules_based,management_style_evidence_1.1,S000069134,active_identified,high,primary_source_override,Issuer states that its ETFs use actively managed high-conviction portfolios,https://www.gafunds.com/,,,,,,,manual_ticker_override,,,True,0.03809838972477574,0.5446471028591988,0.020750177587199777,0.020750177587199777,0.0722298851124789,0.5013000576479667,0.03620884557079168,0.03620884557079168,0.2262848315877095,0.03824756478012081,0.1272696794940998,0.30052377700765687,0.7298330489095408,0.10609663407952818,0.09036053566074975,1.1741479098558927,False,-0.5325595212108166,False,-0.015458667983591905,False,-0.8736241328482358,False,False,0,intentional_management,True
AESR,Anfield U.S. Equity Sector Rotation ETF,True,1,equity,2019-12-17,2026-09-04,0,1688,1687,6.716085888142809,1.3277304480561285,0.13405704530858942,0.21409396190505392,0.6979217430907718,0.9469411763855751,-0.3105760379680208,0.09330769087745416,0.431640013781079,1.4367202108200652,1688,1687,6.716085888142809,1.6570265492241245,0.1566206901893239,0.20069336876785138,0.8281268725671662,1.1730551175291661,-0.33717243065613767,0.08291630653301103,0.4645121485304714,1.8889009501040586,False,-0.02256364488073448,False,-0.1302051294763944,False,-0.03287213474939238,False,-0.4521807392839934,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,Anfield U.S. Equity Sector Rotation ETF,equity,factor_style_or_income,factor_style_or_income,not_sector_specific,not_thematic,united_states,medium,asset:equity|exposure:factor_style_or_income|management:rules_keyword|geography:united_states|theme:not_thematic|management_audit:active_identified,True,AESR,,anfieldusequitysectorrotationetf,systematic_or_rules_based,medium,AESR,systematic_or_rules_based,management_style_evidence_1.1,,active_identified,high,primary_source_override,SEC prospectus states that AESR is actively managed,https://www.sec.gov/Archives/edgar/data/1552947/000158064226001279/aesr-485b.htm,,,,,,,manual_ticker_override,,,True,0.055255451511713655,0.44312737289516213,0.024485203066521688,0.024485203066521688,0.0696074766513269,0.4307305715363762,0.029982068201230998,0.029982068201230998,0.9187888785938716,0.10189874260073584,0.10277181787381384,0.991504720932834,1.1902334082700317,0.12382255324626223,0.09044880517563163,1.3689794243917999,False,-0.22611394114359107,False,-0.00549686513470931,False,-0.37747470345896583,False,False,0,intentional_management,True
AFGR,First Trust Multi-Manager Large Growth ETF,True,1,equity,2020-07-22,2026-09-04,0,1539,1538,6.119222160619314,0.8712365550920773,0.10782490653236487,0.24271528913911142,0.5443340184046369,0.7725878014641403,-0.4597041566790043,0.19816088507157004,0.23455282047331,0.5441281032501526,1539,1538,6.119222160619314,1.5586851642287551,0.16594454460081365,0.16716897693955093,1.0045235523106517,1.4597651270648175,-0.2449638873467448,0.07706068860979652,0.677424523256035,2.1534267029599,False,-0.058119638068448776,False,-0.4601895339060148,False,-0.442871702782725,False,-1.6092985997097475,False,True,True,True,True,2022-03-01,first_usable_session_on_or_before_2022-03-01|at_least_1008_daily_returns|economic_qc_pass,etf_taxonomy_1.1,First Trust Multi-Manager Large Growth ETF,equity,factor_style_or_income,factor_or_style,not_sector_specific,not_thematic,not_determined,medium,asset:equity|exposure:factor_style_or_income|management:rules_keyword|geography:not_determined|theme:not_thematic|management_audit:active_identified,True,AFGR,,firsttrustmultimanagerlargegrowthetf,systematic_or_rules_based,medium,AFGR,systematic_or_rules_based,management_style_evidence_1.1,,active_identified,high,primary_source_override,SEC prospectus identifies an active multi-factor methodology and documents the 2026 strategy change,https://www.sec.gov/Archives/edgar/data/1667919/000144554626004194/etf8_497k.htm,,,,,,,manual_ticker_override,,The current name and process changed in June 2026; the preceding multi-manager mandate was also active.,True,0.03651893118535209,0.53253585743252,0.01944764033131067,0.01944764033131067,0.08113112449594684,0.5110098568798374,0.04145880431717406,0.04145880431717406,0.548643359853509,0.07409268335302688,0.21310671888453084,0.3476787768159157,1.1175787629606058,0.13044263327773842,0.08576204158066598,1.5209833030274449,False,-0.6871773256006772,False,-0.02201116398586339,False,-1.1733045262115291,False,False,0,intentional_management,True
